STATE,PLANT,LAT,LON,COAL,OIL,GAS,NUCLEAR,HYDRO,BIOMASS,WIND,SOLAR,GEOTHERMAL,OTHER,TOTAL GENERATION,PERCENT COAL,PERCENT OIL,PERCENT GAS,PERCENT NUCLEAR,PERCENT HYDRO,PERCENT BIOMASS,PERCENT WIND,PERCENT SOLAR,PERCENT GEOTHERMAL,PERCENT OTHER,TOTAL RENEWABLE,TOTAL NONRENEWABLE,PERCENT RENEWABLE,PERCENT NONRENEWABLE
AK,Aurora Energy Llc Chena,64.847743,-147.735063,"177,819",0,0,0,0,0,0,0,0,0,"177,819",100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"177,819",0.00%,100.00%
AK,Barrow,71.292,-156.7786,0,2,"48,251",0,0,0,0,0,0,0,"48,253",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"48,253",0.00%,100.00%
AK,Battery Energy Storage System,64.8167,-147.725,0,0,0,0,0,0,0,0,0,-7284,"-7,284",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,"-7,284",0.00%,100.00%
AK,Beaver Falls,55.37975,-131.470269,0,0,0,0,"33,310",0,0,0,0,0,"33,310",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"33,310",0,100.00%,0.00%
AK,Beluga,61.1861,-151.0356,0,0,"37,832",0,0,0,0,0,0,0,"37,832",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"37,832",0.00%,100.00%
AK,Bernice Lake,60.6935,-151.3874,0,0,396,0,0,0,0,0,0,0,396,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,396,0.00%,100.00%
AK,Bethel,60.7897,-161.787778,0,"40,542",0,0,0,0,0,0,0,0,"40,542",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"40,542",0.00%,100.00%
AK,Black Bear Lake,55.476472,-133.14772,0,0,0,0,"18,099",0,0,0,0,0,"18,099",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"18,099",0,100.00%,0.00%
AK,Blue Lake Hydro,57.0516,-135.2297,0,0,0,0,"56,170",0,0,0,0,0,"56,170",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"56,170",0,100.00%,0.00%
AK,Bradley Lake,59.77862,-150.94015,0,0,0,0,"404,479",0,0,0,0,0,"404,479",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"404,479",0,100.00%,0.00%
AK,Brevig Mission,65.331716,-166.479506,0,"1,162",0,0,0,0,0,0,0,0,"1,162",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,162",0.00%,100.00%
AK,Centennial,55.121433,-131.560267,0,"5,578",0,0,0,0,0,0,0,0,"5,578",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"5,578",0.00%,100.00%
AK,Chester Lake,55.116879,-131.545879,0,0,0,0,"5,384",0,0,0,0,0,"5,384",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"5,384",0,100.00%,0.00%
AK,Chevak,61.525297,-165.590152,0,"1,724",0,0,0,0,0,0,0,0,"1,724",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,724",0.00%,100.00%
AK,Cooper Lake,60.392331,-149.665603,0,0,0,0,"59,832",0,0,0,0,0,"59,832",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"59,832",0,100.00%,0.00%
AK,Craig (Ak),55.47691,-133.14869,0,"2,349",0,0,0,0,0,0,0,0,"2,349",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"2,349",0.00%,100.00%
AK,Delta Power,64.028056,-145.719444,0,-176,0,0,0,0,0,0,0,0,-176,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,-176,0.00%,100.00%
AK,Delta Wind Farm,64.013889,-145.596667,0,0,0,0,0,0,"4,498",0,0,0,"4,498",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,"4,498",0,100.00%,0.00%
AK,Dillingham,59.042914,-158.468597,0,"19,005",0,0,0,0,0,0,0,0,"19,005",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"19,005",0.00%,100.00%
AK,Dutch Harbor,53.892459,-166.538185,0,"54,364",0,0,0,0,0,0,0,0,"54,364",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"54,364",0.00%,100.00%
AK,Eielson Afb Central Heat & Power Plant,64.67141,-147.075988,"67,619",131,0,0,0,0,0,0,0,0,"67,750",100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"67,750",0.00%,100.00%
AK,Eklutna Generation Station,61.457778,-149.351389,0,0,"614,791",0,0,0,0,0,0,0,"614,791",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"614,791",0.00%,100.00%
AK,Eklutna Hydro Project,61.475211,-149.15009,0,0,0,0,"168,115",0,0,0,0,0,"168,115",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"168,115",0,100.00%,0.00%
AK,Elim,64.616558,-162.263717,0,"1,316",0,0,0,0,0,0,0,0,"1,316",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,316",0.00%,100.00%
AK,Emmonak,62.777694,-164.531517,0,"5,347",0,0,0,0,0,0,0,0,"5,347",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"5,347",0.00%,100.00%
AK,Ess Battery Microgrid,57.799167,-152.404167,0,0,0,0,0,0,0,0,0,-720,-720,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,-720,0.00%,100.00%
AK,Eva Creek Wind,64.058333,-148.9,0,0,0,0,0,0,"65,514",0,0,0,"65,514",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,"65,514",0,100.00%,0.00%
AK,Eyak Service Center Bess,60.54047,-145.74079,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
AK,Fairbanks,64.854171,-147.719351,0,"3,927",0,0,0,0,0,0,0,0,"3,927",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"3,927",0.00%,100.00%
AK,False Island,55.48918,-133.1345,0,"1,575",0,0,0,0,0,0,0,0,"1,575",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,575",0.00%,100.00%
AK,Fire Island Wind,61.13,-150.243611,0,0,0,0,0,0,"51,829",0,0,0,"51,829",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,"51,829",0,100.00%,0.00%
AK,Flywheel Energy Storage System Microgrid,57.780114,-152.443783,0,0,0,0,0,0,0,0,0,-1026,"-1,026",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,"-1,026",0.00%,100.00%
AK,Fort Greely Power Plant,63.973572,-145.716581,0,70,0,0,0,0,0,0,0,0,70,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,70,0.00%,100.00%
AK,Galena Electric Utility,64.74417,-156.8736,0,"5,550",0,0,0,0,0,0,0,0,"5,550",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"5,550",0.00%,100.00%
AK,Gambell,63.777058,-171.712439,0,"1,438",0,0,0,0,0,0,0,0,"1,438",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,438",0.00%,100.00%
AK,George M Sullivan Generation Plant 2,61.229713,-149.716744,0,39,"843,289",0,0,0,0,0,0,0,"843,328",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"843,328",0.00%,100.00%
AK,Glennallen,62.110415,-145.532529,0,"9,662",0,0,0,0,0,0,0,0,"9,662",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"9,662",0.00%,100.00%
AK,Goat Lake Hydro,59.5357,-135.2123,0,0,0,0,"14,916",0,0,0,0,0,"14,916",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"14,916",0,100.00%,0.00%
AK,Gold Creek,58.3107,-134.4174,0,7,0,0,"4,096",0,0,0,0,0,"4,103",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"4,096",7,100.00%,0.00%
AK,Green Lake,56.986284,-135.12275,0,0,0,0,"52,270",0,0,0,0,0,"52,270",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"52,270",0,100.00%,0.00%
AK,Gwitchyaa Zhee,66.566287,-145.253052,0,"2,398",0,0,0,0,0,0,0,0,"2,398",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"2,398",0.00%,100.00%
AK,Haines,59.235931,-135.446228,0,"1,126",0,0,0,0,0,0,0,0,"1,126",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,126",0.00%,100.00%
AK,Healy,63.8542,-148.95,"257,091","5,374",0,0,0,0,0,0,0,0,"262,465",98.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"262,465",0.00%,100.00%
AK,Hiilangaay Hydro,55.216389,-132.603611,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
AK,Hoonah,58.106432,-135.43074,0,"4,336",0,0,0,0,0,0,0,0,"4,336",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"4,336",0.00%,100.00%
AK,Hooper Bay,61.530858,-166.101944,0,"2,791",0,0,0,0,0,0,0,0,"2,791",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"2,791",0.00%,100.00%
AK,Humpback Creek,60.612822,-145.679411,0,0,0,0,"3,267",0,0,0,0,0,"3,267",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"3,267",0,100.00%,0.00%
AK,Hydaburg,55.204937,-132.821435,0,3,0,0,0,0,0,0,0,0,3,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,3,0.00%,100.00%
AK,Industrial Plant,58.367635,-134.60802,0,130,0,0,0,0,0,0,0,0,130,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,130,0.00%,100.00%
AK,International,61.168972,-149.911038,0,0,-752,0,0,0,0,0,0,0,-752,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,-752,0.00%,100.00%
AK,Jarvis Street,57.0497,-135.3128,0,-629,0,0,0,0,0,0,0,0,-629,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,-629,0.00%,100.00%
AK,Jber Landfill Gas Power Plant,61.286,-149.61,0,0,264,0,0,"42,684",0,0,0,0,"42,948",0.00%,0.00%,1.00%,0.00%,0.00%,99.00%,0.00%,0.00%,0.00%,0.00%,"42,684",264,99.00%,1.00%
AK,Kake,56.962983,-133.922557,0,"2,133",0,0,0,0,0,0,0,0,"2,133",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"2,133",0.00%,100.00%
AK,Kasidaya Creek Hydro,59.4072,-135.3408,0,0,0,0,"10,606",0,0,0,0,0,"10,606",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"10,606",0,100.00%,0.00%
AK,Kasigluk,60.8731,-162.5197,0,"2,507",0,0,0,0,0,0,0,0,"2,507",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"2,507",0.00%,100.00%
AK,Ketchikan,55.344641,-131.633425,0,0,0,0,"15,741",0,0,0,0,0,"15,741",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"15,741",0,100.00%,0.00%
AK,Kiana,66.973889,-160.428592,0,"1,632",0,0,0,0,0,0,0,0,"1,632",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,632",0.00%,100.00%
AK,King Cove,55.061683,-162.3103,0,809,0,0,"3,728",0,0,0,0,0,"4,537",0.00%,18.00%,0.00%,0.00%,82.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"3,728",809,82.00%,18.00%
AK,Kivalina,67.726644,-164.538447,0,"1,261",0,0,0,0,0,0,0,0,"1,261",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,261",0.00%,100.00%
AK,Klawock,55.557778,-132.981389,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
AK,Klawock Power Generation Station,55.553197,-133.08535,0,"1,331",0,0,0,0,0,0,0,0,"1,331",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,331",0.00%,100.00%
AK,Kodiak Microgrid,57.789956,-152.396982,0,74,0,0,0,0,0,0,0,0,74,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,74,0.00%,100.00%
AK,Kotlik,63.03215,-163.553106,0,"1,922",0,0,0,0,0,0,0,0,"1,922",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,922",0.00%,100.00%
AK,Kotzebue,66.837778,-162.556944,0,"16,427",0,0,0,0,"4,960",0,0,-270,"21,117",0.00%,78.00%,0.00%,0.00%,0.00%,0.00%,23.00%,0.00%,0.00%,-1.00%,"4,960","16,157",23.00%,77.00%
AK,Koyuk,64.932089,-161.167103,0,"1,291",0,0,0,0,0,0,0,0,"1,291",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,291",0.00%,100.00%
AK,Lake Dorothy Hydroelectric Project,58.2325,-134.0533,0,0,0,0,"81,558",0,0,0,0,0,"81,558",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"81,558",0,100.00%,0.00%
AK,Lemon Creek,58.3536,-134.4953,0,-695,0,0,0,0,0,0,0,0,-695,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,-695,0.00%,100.00%
AK,Mahoney Lake Hydroelectric,55.419444,-131.537778,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
AK,Marshall,61.878186,-162.085147,0,"1,466",0,0,0,0,0,0,0,0,"1,466",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,466",0.00%,100.00%
AK,Mcgrath,62.95699,-155.594997,0,"2,111",0,0,0,0,0,0,0,0,"2,111",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"2,111",0.00%,100.00%
AK,Mountain Village,62.085569,-163.729072,0,"2,724",0,0,0,0,0,0,0,0,"2,724",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"2,724",0.00%,100.00%
AK,Naknek,58.730417,-157.007222,0,"24,329",0,0,0,0,0,0,0,0,"24,329",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"24,329",0.00%,100.00%
AK,New Stuyahok,59.448358,-157.325528,0,"1,803",0,0,0,0,0,0,0,0,"1,803",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,803",0.00%,100.00%
AK,Newhalen,59.899054,-154.698735,0,61,0,0,"3,263",0,0,0,0,0,"3,324",0.00%,2.00%,0.00%,0.00%,98.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"3,263",61,98.00%,2.00%
AK,Nikiski Co-Generation,60.676539,-151.377713,0,0,"404,744",0,0,0,0,0,0,0,"404,744",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"404,744",0.00%,100.00%
AK,Noatak,67.570931,-162.965728,0,"1,898",0,0,0,0,0,0,0,0,"1,898",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,898",0.00%,100.00%
AK,Noorvik,66.834519,-161.038717,0,"1,972",0,0,0,0,0,0,0,0,"1,972",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,972",0.00%,100.00%
AK,North Pole,64.7356,-147.3481,0,"369,250",0,0,0,0,0,0,0,0,"369,250",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"369,250",0.00%,100.00%
AK,Northway,62.9617,-141.9372,0,"1,102",0,0,0,0,0,0,0,0,"1,102",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,102",0.00%,100.00%
AK,Nsb Anaktuvuk Pass,68.13795,-151.741017,0,"3,804",0,0,0,0,0,0,0,0,"3,804",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"3,804",0.00%,100.00%
AK,Nsb Atqasuk Utility,70.4826,-157.4252,0,"2,965",0,0,0,0,0,0,0,0,"2,965",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"2,965",0.00%,100.00%
AK,Nsb Kaktovik Utility,70.125617,-143.619033,0,"4,449",0,0,0,0,0,0,0,0,"4,449",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"4,449",0.00%,100.00%
AK,Nsb Nuiqsut Utility,70.220565,-150.993492,0,926,"5,854",0,0,0,0,0,0,0,"6,780",0.00%,14.00%,86.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"6,780",0.00%,100.00%
AK,Nsb Point Hope Utility,68.348424,-166.737211,0,"6,512",0,0,0,0,0,0,0,0,"6,512",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"6,512",0.00%,100.00%
AK,Nsb Point Lay Utility,69.740833,-163.005833,0,"4,032",0,0,0,0,0,0,0,0,"4,032",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"4,032",0.00%,100.00%
AK,Nsb Wainwright Utility,70.642877,-160.020461,0,"6,947",0,0,0,0,0,0,0,0,"6,947",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"6,947",0.00%,100.00%
AK,Nunapitchuk,60.89588,-162.459756,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
AK,Nymans Plant Microgrid,57.731608,-152.507044,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
AK,Orca,60.555889,-145.752983,0,"7,021",0,0,0,0,0,0,0,0,"7,021",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"7,021",0.00%,100.00%
AK,Pelican,57.957197,-136.220095,0,162,0,0,"1,147",0,0,0,0,0,"1,309",0.00%,12.00%,0.00%,0.00%,88.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"1,147",162,88.00%,12.00%
AK,Petersburg,56.81104,-132.957091,0,413,0,0,"8,906",0,0,0,0,0,"9,319",0.00%,4.00%,0.00%,0.00%,96.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"8,906",413,96.00%,4.00%
AK,Pillar Mountain Wind Project Microgrid,57.7869,-152.4406,0,0,0,0,0,0,"26,170",0,0,0,"26,170",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,"26,170",0,100.00%,0.00%
AK,Pilot Station,61.936456,-162.880706,0,"1,802",0,0,0,0,0,0,0,0,"1,802",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,802",0.00%,100.00%
AK,Port Lions Microgrid,57.864775,-152.855441,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
AK,Power Creek,60.588686,-145.604539,0,0,0,0,"15,171",0,0,0,0,0,"15,171",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"15,171",0,100.00%,0.00%
AK,Purple Lake,55.091263,-131.544978,0,0,0,0,"8,157",0,0,0,0,0,"8,157",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"8,157",0,100.00%,0.00%
AK,Quinhagak,59.747436,-161.910647,0,"1,591",0,0,0,0,0,0,0,0,"1,591",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,591",0.00%,100.00%
AK,S W Bailey,55.357397,-131.69696,0,"18,614",0,0,0,0,0,0,0,0,"18,614",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"18,614",0.00%,100.00%
AK,Salmon Creek 1,58.3269,-134.4631,0,0,0,0,"24,389",0,0,0,0,0,"24,389",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"24,389",0,100.00%,0.00%
AK,Savoonga,63.695267,-170.475661,0,"2,095",0,0,0,0,0,0,0,0,"2,095",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"2,095",0.00%,100.00%
AK,Scammon Bay,61.843036,-165.581497,0,"1,641",0,0,0,0,0,0,0,0,"1,641",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,641",0.00%,100.00%
AK,Selawik,66.606778,-160.014808,0,"2,685",0,0,0,0,0,0,0,0,"2,685",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"2,685",0.00%,100.00%
AK,Seldovia,59.439542,-151.713439,0,85,0,0,0,0,0,0,0,0,85,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,85,0.00%,100.00%
AK,Seward (Ak),60.130922,-149.43501,0,144,0,0,0,0,0,0,0,0,144,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,144,0.00%,100.00%
AK,Shishmaref,66.255072,-166.073589,0,"1,590",0,0,0,0,0,0,0,0,"1,590",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,590",0.00%,100.00%
AK,Shungnak,66.888114,-157.140206,0,"1,583",0,0,0,0,0,0,0,0,"1,583",0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"1,583",0.00%,100.00%
